Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,12461713,,,,12461713,,31491913,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,502020679,,,,502020679,,1197735058,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,12,Algeria,DZA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,16911600,,,,16911600,,30145170,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,16,American Samoa,ASM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,216000,,,,216000,,359640,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,4981,,,,4981,,55425,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,8245447,,,,8245447,,24889368,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,51,Armenia,ARM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1156800,,,,1156800,,2194293,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,12,,,,12,,524,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,5560970,,,,5560970,,15744828,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,76,Brazil,BRA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3018257,,,,3018257,,10171739,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,96,Brunei Darussalam,BRN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,69416,,,,69416,,206522,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,100,Bulgaria,BGR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2104400,,,,2104400,,3805947,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,104,Myanmar,MMR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,26513,,,,26513,,79559,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,116,Cambodia,KHM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1938,,,,1938,,7180,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,124,Canada,CAN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,4530000,,,,4530000,,23111922,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,90051,,,,90051,,110722,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,12787439,,,,12787439,,27436279,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,170,Colombia,COL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,30474,,,,30474,,144870,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,196,Cyprus,CYP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,504,,,,504,,2386,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,203,Czechia,CZE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,666000,,,,666000,,1130043,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,208,Denmark,DNK,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,269330,,,,269330,,687774,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,218,Ecuador,ECU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,192000,,,,192000,,297792,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,231,Ethiopia,ETH,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,900,,,,900,,6526,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,233,Estonia,EST,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,123600,,,,123600,,246828,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,246,Finland,FIN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,672180,,,,672180,,1366308,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,251,France,FRA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3010,,,,3010,,79611,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,251,France,FRA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,13017840,,,,13017840,,23741625,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,268,Georgia,GEO,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,12205900,,,,12205900,,22104029,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3400,,,,3400,,307497,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,47664316,,,,47664316,,88423547,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,300,Greece,GRC,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3386725,,,,3386725,,6231899,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,316,Guam,GUM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2802,,,,2802,,38606,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,320,Guatemala,GTM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,62,,,,62,,1286,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,344,"China, Hong Kong SAR",HKG,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,325,,,,325,,2888,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,344,"China, Hong Kong SAR",HKG,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1481209,,,,1481209,,3480360,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,352,Iceland,ISL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,15000,,,,15000,,77625,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,360,Indonesia,IDN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,130240,,,,130240,,410897,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,364,Iran,IRN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,900940,,,,900940,,2090572,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,372,Ireland,IRL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,334800,,,,334800,,1352191,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,376,Israel,ISR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,96000,,,,96000,,300898,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,56578,,,,56578,,777795,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,43048336,,,,43048336,,84005440,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,420,,,,420,,3465,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,41240685,,,,41240685,,104961559,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,400,Jordan,JOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2000,,,,2000,,16500,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,700,,,,700,,28562,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2360645,,,,2360645,,10813767,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,414,Kuwait,KWT,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,17000,,,,17000,,20400,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,428,Latvia,LVA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,94800,,,,94800,,163221,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,446,"China, Macao SAR",MAC,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,36000,,,,36000,,71690,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,227582,,,,227582,,2223070,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,39393708,,,,39393708,,70808519,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,484,Mexico,MEX,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,343200,,,,343200,,1242148,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,11,,,,11,,3395,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,6184928,,,,6184928,,21248270,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,504,Morocco,MAR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,11069100,,,,11069100,,20348923,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,528,Netherlands,NLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3442079,,,,3442079,,10262280,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,554,New Zealand,NZL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2,,,,2,,18,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,554,New Zealand,NZL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,668688,,,,668688,,3665673,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,579,Norway,NOR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,157800,,,,157800,,739147,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,591,Panama,PAN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,120,,,,120,,2639,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,598,Papua New Guinea,PNG,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,59999,,,,59999,,114000,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,598,Papua New Guinea,PNG,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,20,,,,20,,50,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,608,Philippines,PHL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,9762992,,,,9762992,,18320838,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,616,Poland,POL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,464847,,,,464847,,778640,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,620,Portugal,PRT,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2457600,,,,2457600,,4258146,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,626,Timor-Leste,TLS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,324090,,,,324090,,196071,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,626,Timor-Leste,TLS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,575989,,,,575989,,1633356,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,642,Romania,ROU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,492600,,,,492600,,894181,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,28206947,,,,28206947,,54639856,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,682,Saudi Arabia,SAU,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,54200,,,,54200,,298430,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,699,India,IND,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,20700,,,,20700,,87824,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,699,India,IND,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19303040,,,,19303040,,31914307,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,8431,,,,8431,,54456,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,9221858,,,,9221858,,30064549,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,703,Slovakia,SVK,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,300,,,,300,,1041,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,8116090,,,,8116090,,15203656,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,4574360,,,,4574360,,10148586,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,710,South Africa,ZAF,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,5451000,,,,5451000,,10667368,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,627962,,,,627962,,1128403,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,752,Sweden,SWE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1324320,,,,1324320,,3409212,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,465,,,,465,,12999,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,188413,,,,188413,,369003,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,76000,,,,76000,,279099,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,30058240,,,,30058240,,52381679,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,784,United Arab Emirates,ARE,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,652201,,,,652201,,1510703,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,38400,,,,38400,,158113,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,800,Uganda,UGA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,53999,,,,53999,,98550,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,804,Ukraine,UKR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,115200,,,,115200,,241010,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,818,Egypt,EGY,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,20854200,,,,20854200,,39537570,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,1003,,,,1003,,8942,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,21388587,,,,21388587,,46299989,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,834,United Rep. of Tanzania,TZA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,71760,,,,71760,,139024,,,0
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,162051,,,,162051,,966363,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,65508765,,,,65508765,,281159300,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,25172190,,,,25172190,,48473305,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,414651150,,,,414651150,,1008549108,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,8,Albania,ALB,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,19200,,,,19200,,35520,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,12,Algeria,DZA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,9885000,,,,9885000,,17353190,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,8459,,,,8459,,98318,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,4958091,,,,4958091,,16278005,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,40,Austria,AUT,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,6,,,,6,,477,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,51,Armenia,ARM,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,816000,,,,816000,,1571645,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,12153440,,,,12153440,,28831708,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,76,Brazil,BRA,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,3362905,,,,3362905,,10046828,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,96,Brunei Darussalam,BRN,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,37956,,,,37956,,108006,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,100,Bulgaria,BGR,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8,Weight in kilograms,2372168,,,,2372168,,4471453,,,0
